chapter#	sectionfloat	isextra	paragraph
15	0.111111	0	A P(E[t]|X[t]) feltételes eloszlást érzékelő modellnek (sensor model) nevezik (vagy néha megfigyelési modellnek [observational model]), mivel leírja, hogy az „érzékelőket” – azaz a bizonyítékváltozókat – hogyan befolyásolja a világ aktuális állapota. Vegyük észre a függés irányát: a „nyíl” az állapottól az érzékelő értékére mutat, mivel a világ állapota okozza azt, hogy az érzékelők bizonyos értékeket vegyenek fel. Az esernyős világban például az eső okozza az esernyő feltűnését. (A következtetési folyamat természetesen a másik irányban halad; a modellezett függések iránya és a következtetés iránya közötti különbségtétel a Bayes-hálók egyik fő előnye.)
8	0.548387	0	Azokat a rendszereket, amelyek ok-okozati szabályokat alkalmaznak modellalapú következtető (modell-based reasoning) rendszereknek nevezzük, mivel az ok-okozati szabályok a környezet működésének modelljét alkotják. A modellalapú és a diagnosztikus következtetés közötti megkülönböztetés a mesterséges intelligencia számos területén fontos. Az orvosi diagnosztika egy különösen aktív területe a kutatásnak, amelyben a tünetek és a betegségek közötti közvetlen asszociációkon alapuló (diagnosztikai megközelítések) megközelítéseket fokozatosan felváltották az olyan módszerek, amelyek a betegség kialakulásának és a betegségtünetek manifesztálódásának egy explicit modelljét használják. Ez a téma a  fejezetben újra előkerül. Fontos Bármelyik reprezentációs formát is használja az ágens, ha az axiómák pontosan és teljesen leírják a világ működésének a módját és azt a módot, ahogyan az érzetek létrejönnek, akkor bármely teljes logikai következtetési eljárás az elérhető érzetek megadása után ki fogja következtetni a világ állapotának legvalószínűbb lehetséges leírását. Így tehát az ágenstervező arra koncentrálhat, hogy a tudást helyesen adja meg, anélkül hogy sokat kellene töprengenie a következtetések folyamatain. Láttuk továbbá azt is, hogy az elsőrendű logika hasonlóan tömören tudja reprezentálni a wumpus világot, mint a  fejezetben megadott eredeti magyar nyelvű leírás.
12	0.714286	0	Végrehajthatnánk a tervkészítést a hagyományos részben rendezett tervkészítő algoritmussal, azt az összes lehetséges együttes cselekvés halmazára futtatva. Az egyetlen probléma a halmaz mérete: 10 cselekvéssel és 5 ágenssel 10^5 együttes cselekvést kapunk. Elég unalmas lenne az összes cselekvés előfeltételét és következményét helyesen definiálni, és nem lenne hatékony egy ilyen nagy halmazzal tervezni.
19	0.909091	1	A laboratórium működtetéséhez mérésvezérlő, adatgyűjtő és feldolgozó információs rendszert használnak, amely kétirányú kommunikációt folytat a kórházi, vagy más egészségügyi intézmények információs rendszerével.
10	0.212121	1	A PLTL-ben az alábbi temporális operátorok használatosak: * F p: egy jövőbeli állapotban igaz lesz p * G p: az összes jövőbeli állapotban igaz lesz p * X p: a következő állapotban igaz lesz p * p U q: egy jövőbeli állapotban igaz lesz q, addig pedig igaz lesz p
16	0.26087	0	Vegyük észre, hogy a kis vagyoni változások az aktuális vagyoni helyzethez képest közel lineárisak a görbe bármely szakaszán. A lineáris görbével rendelkező ágenst kockázatsemlegesnek (risk-neutral) nevezzük. Ezért kis összegű hazárdjátékok esetén kockázatsemlegességet várhatunk el. Egy bizonyos értelemben ez igazolja azt az egyszerűsített eljárást, ami kis összegű szerencsejátékokkal segítette valószínűségek megbecsülését, és igazolta a valószínűség-számítás axiómáit a  fejezetben.
14	0.869565	1	Megtekinthető az is, hogy a bemenetektől függően hogyan változnak a kimenetek a szabályok eredményeképpen. (View/Surface) Egy bemenet és egy kimenet esetében ez nem más mint egy egyváltozós valós függvény.
22	0.074074	1	A fuzzy logika a hagyományos, két értékű logikákhoz képest a nehezen megkülönböztethető értékeket felvenni képes objektumokat is le tudja írni. Mivel egy természetes nyelvű szövegben számos dolognak lehet ilyen értékkészlete, ésszerűnek tűnik a fuzzy logika alkalmazása a hagyományos logikákkal szemben. A fuzzy elméletet (fuzzy logika, fuzzy relációk, fuzzy halmazok) bevezetése óta részletesen kidolgozták és sikerrel alkalmazták, például szavak és jelentésük kapcsolatának leírására. [8]
25	0.407407	1	Mindhárom alapesetben a legbonyolultabb összefüggés is csak négyzetes kifejezést tartalmazott. Ebből következik, hogy bármilyen bonyolult konfiguráció esetén sem kapunk a másodiknál magasabb fokszámú GVD-t. A három alapeset kombinációjaként megalkotható az általános esetre vonatkozó összefüggés. Példaként tekintsük a két, független helyzetű élszakasz által meghatározott GVD-t.
25	0.444444	0	Alternatívát jelent a Voronoi-diagramokkal szemben a valószínűségi úthálózat (probabilistic roadmap) módszere. Ez a szkeletonizációs technika több lehetséges útvonallal dolgozik, így jobb megoldást jelent nagy, nyitott terek esetén. A valószínűségi úthálózatra látható példa a  (b) ábrán. A gráfot véletlenszerűen generált, a szabad térbe eső, nagyszámú konfiguráció alkotja. Ezek után két csomópontot összekötünk egy éllel, amennyiben „könnyű” eljutni egyikből a másikba. Alapvetően egyenes élekkel dolgozunk, és azok természetesen csakis a szabad térben futhatnak. Eredményül egy véletlenszerű gráfot kapunk a robot szabad terében. Ha ehhez még hozzávesszük a kezdeti és a célkonfigurációt, az útkeresés diszkrét gráfkeresési problémává válik. Elméletileg a módszer nem teljes, mivel rosszul felvett ponthalmazzal lehet, hogy soha nem találunk megoldást. A felvett pontok száma és a konfigurációs tér alakja alapján korlátozhatjuk a kudarc valószínűségét. Azt is megtehetjük, hogy főként azon a területen generálunk pontokat, ahol egy előzetes, mindkét végpontból lefuttatott részleges keresés alapján sejtjük, hogy a helyes út visz majd. Ezekkel a kiegészítésekkel a valószínűségi úthálózat módszere jobban használható más technikáknál magasabb dimenziójú konfigurációs terek esetében is.
18	0.684211	0	Egy h hipotézist közelítőleg helyesnek (approximately correct) nevezünk, ha error(h) ≤ ε, ahol ε egy kis konstans. A bizonyítás megközelítése az, hogy megmutatjuk: N példa vizsgálata után az összes konzisztens hipotézis nagy valószínűséggel közelítőleg helyes lesz. Úgy gondolhatunk egy közelítőleg helyes hipotézisre, mint amely közel van a keresett függvényhez a hipotézistérben: egy – a keresett f körül felvett – ε-gömbön (ε-ball) belül van. A  ábrán bemutatjuk az összes hipotézis H terét, amelyet két részre osztottunk, egyik az ε-gömb f körül, a másik a H[rossz]-szal jelölt maradék.
16	0.956522	1	A POCT alkalmazása: * POCT alkalmazás sürgősségi cardiológiai marker vizsgálatokra * POCT alkalmazás sürgősségi klinikai kémiai vizsgálatokra + pl: vércukor, vérgázok, ionok, vesefunkció, laktát, cooximetriai vizsgálatok elvégzése közvetlen a betegágynál. * POCT alkalmazás hormon-meghatározásokra + vizelet hCG (=és a sárgatest kellő ideig történő életben tartásáért felelős és progeszteron termeléséért, hormon), Műtét közbeni parathormon (PTH) meghatározás * POCT alkalmazás sürgősségi véralvadás vizsgálatokra * POCT alkalmazás sürgősségi toxikológiai vizsgálatokra
4	0.916667	1	Szimulált lehűtés esetén T = 0 azt jelenti, hogy annak esélye, hogy egy olyan cselekvést válasszunk ki kifejtésre, amely a kiértékelő függvényt rontja, 0, azaz csak olyan lépéseket tesz meg, amelyek javítják a kiértékelő függvényt. Ez az eset tehát megegyezik a hegymászó módszerrel.
11	0.653846	0	Ez alkalommal visszamegyünk a ciklus kezdetére. A cél minden literálja jelen van S[2]-ben, és egyik sem áll kölcsönös kizárásban egyetlen másikkal sem. Ez azt jelenti, hogy egy megoldás létezhet, és a Megoldás-Kinyerésmegtalálhatja. Lényegében a Megoldás-Kinyerés egy kétértékű kényszerkielégítési problémát old meg, melynek változói a szintek cselekvései, és az értékeik pedig azt jelzik, hogy benne vannak-e vagy nincsenek benne a tervben. Ehhez egy egyszerű kényszerkielégítési algoritmust használhatunk, vagy definiálhatjuk a Megoldás-Kinyerés-t mint egy keresési problémát. Itt a keresés minden állapota a kielégítetlen célok egy halmazát tartalmazza, valamint egy mutatót a tervkészítési gráf egy szintjére. Ezt a keresési problémát a következőképpen definiáljuk: * A kiindulási állapot a tervkészítési gráf utolsó szintje (S[n]) a tervkészítési probléma céljaival egyetemben. * Az S[i]szint állapotában rendelkezésre álló cselekvések összessége, az A[i–1] cselekvéseinek azon konfliktusmentes részhalmaza, melyek következményei elérik az állapotban lévő célokat. Az eredményként előálló állapot szintje S[i–1], céljai pedig a kiválasztott cselekvések előfeltételei. A „konfliktusmentességen” olyan cselekvések halmazát értjük, amelyek között nincs kettő, amelyek kölcsönösen kizárnák egymást, és az előfeltételeik között sem szerepelnek kölcsönösen kizáró párok. * A cél, hogy elérjünk az S[0] szinten egy állapotot úgy, hogy minden cél teljesüljön. * Minden cselekvés költsége 1.
19	0.136364	0	A pillanatnyilag legjobb hipotézis (current-best-hypothesis) keresési eljárás alapgondolata az, hogy egyetlen hipotézist vegyünk figyelembe, és ha új példa érkezik, akkor ennek figyelembevételével alakítsuk át a hipotézist annak érdekében, hogy az ellentmondás-mentességet fenntartsuk. Az algoritmus alapját John Stuart Mill írta le (Mill, 1843), de könnyen lehet, hogy már korábban megalkották.
14	0.043478	0	A Bayes-háló egy irányított gráf, amelyben minden csomóponthoz számszerű valószínűségi információk vannak csatolva. A teljes megadás a következő: 1. A háló csomópontjait valószínűségi változók egy halmaza alkotja. A változók lehetnek diszkrétek vagy folytonosak. 2. Irányított élek (nyilak) egy halmaza összeköt bizonyos csomópontpárokat. Ha létezik nyíl az X csomóponttól az Y csomópontig, azt mondjuk, hogy az X a szülője az Y-nak. 3. Minden X[i] csomóponthoz tartozik egy P(X[i]∣Szülők(X[i])) feltételes valószínűség-eloszlás, ami számszerűen megadja a szülők hatását a csomóponti változóra. 4. A gráf nem tartalmaz irányított kört (azaz irányított, körmentes gráf – Directed, Acyclic Graph, DAG).
5	0.181818	1	Mit tehetünk? Ismeretes, hogy bármely magasabb rendű korlátot alkalmas további segédváltozók bevezetésével bináris formára hozhatunk (erről is szó esik a tankönyvben nem sokkal az 5.2-es ábra előtt). Próbáljuk meg tehát a fentebbi, illetve az ahhoz hasonló ternáris korlátainkat most binárissá konvertálni. Hogyan is kezdjünk ennek neki?
14	0.086957	1	Az elterjedtebb ad hoc módszerekben azt vizsgáljuk meg, hogy egy vagy több változó kihagyása mennyivel rontja a predikciós teljesítményt, amit adott hasznosság függvény és optimalizációs eljárás mellett el lehet érni.
9	0.931034	0	A korai munkák a teljességre koncentráltak. Robinson korszakalkotó tanulmányát követően a demodulációs és a paramodulációs szabályokat az egyenlőségi következtetésekre Wos (Wos és társai, 1967), valamint Wos és Robinson (Wos és Robinson, 1968) vezették be, ebben a sorrendben. Ezeket a szabályokat a term átírási rendszerek kontextusában is kifejlesztették (Knuth és Bendix, 1970). Az egyenlőségi következtetés beépítése az egyesítési algoritmusba Gordon Plotkinnak köszönhető (Plotkin, 1972); ez fontos vonása volt a QLISP-nek is (Sacerdoti és társai, 1976). Jouannaud és Kirchner (Jouannaud és Kirchner, 1991) az egyenlőségi egyesítést a termek átírásának szempontjából vizsgálják. Hatékony algoritmusokat a standard egyesítésre Martelli és Montanari (Martelli és Montanari, 1976), valamint Paterson és Wegman (Paterson és Wegman, 1978) fejlesztettek ki.
4	0.125	0	Így amennyiben a legolcsóbb megoldást keressük, ésszerű először a legkisebb g(n) + h(n) értékkel rendelkező csomópontot kifejteni. Ezen stratégia kellemes tulajdonsága, hogy ez a stratégia több mint ésszerű: amennyiben a h függvény eleget tesz bizonyos feltételeknek, az A^* keresés teljes és optimális.
14	0.782609	0	Dempster–Shafer-elmélet egyik értelmezése, hogy egy valószínűségi intervallumot definiál – az intervallum a Fej esetén a szakértő tanúságtétele előtt [0, 1], míg utána [0,45, 0,55]. Az intervallum nagysága hasznos segítséget adhat annak megítélésében, hogy mikor van szükségünk további tényekre: elárulhatja, hogy a szakértő tanúságtétele akkor fog segíteni, ha nem tudjuk, hogy szabályos-e az érme, de nem fog segíteni, ha már tudjuk, hogy az érme szabályos. Azonban nincsenek világos irányelvek ennek megtételére vonatkozóan, mivel nincs világos értelmezés arra, hogy mit is jelent az intervallum szélessége. A Bayes-megközelítésben ez a fajta következtetés könnyen elvégezhető, ha megvizsgáljuk azt, hogy újabb tények begyűjtésével hogyan változna egy bizonyosság. Például a fejek megjelenésével kapcsolatos bizonyosságunkat jelentősen befolyásolná, ha tudjuk, hogy az érme szabályos, és aszimmetrikus súly észrevétele jelentősen befolyásolná azon bizonyosságunkat, hogy az érme szabályos. Egy teljes Bayes-modell magában foglalna ehhez hasonló tényezőkre vonatkozó valószínűségi becsléseket is, megengedve, hogy a „tudatlanságunkat” bizonyosságaink azon megváltozásának mértékével fejezzük ki, amelyek jövőbeli megfigyelések esetén következnének be.
7	0.92	1	Annyi féle bináris összekötőjel létezhet, amennyiféle különböző képpen ki lehet tölteni a kétoszlopos igazságtáblát. Ez 2^2^2 = 16. (Ebbe beleértve az olyan különbségeket is, hogy pl. a → jel nem egyezik meg a <= jellel!)
5	0.181818	1	A {NSW=RED, WA=GREEN} behelyettesítés nem mond ellent egyetlen korlátnak sem, így az algoritmus meghívja magát rekurzíve, és ott az NT változóval folytatja. Tegyük fel, hogy az eddigieknek megfelelően a RED értéket adja az NT változónak (NT=RED).
24	0.833333	1	A Hough transzformációnak számos javító módosítása ismert. Létezik gradiens vektorokat felhasználó változata. Egy egyenes keresése esetén például csak azok az egyenesek jöhetnek szóba a paramétertérben, melyek merőlegesek az adott pontbeli gradiens vektorra, így jelentősen csökkenthető az akkumulátor mérete. Létezik egy ún. kernel alapú változat is, amely pixelcsoportokon dolgozik, és elmosott alakzatokra képez a paraméter térben. Ezzel a megoldással gyorsítani lehet a futást és csökkenthető a zajérzékenység.
13	0.363636	0	Olyan kifejezéseket is használni fogunk, mint a P(Időjárás, Lyuk), hogy egy véletlen változóhalmaz összes lehetséges kombinációjának valószínűségeit jelölni tudjuk.^[136] Ekkor a P(Időjárás, Lyuk) egy 4 × 2-es valószínűségi táblázatot jelent. Ez az Időjárás és Lyuk együttes valószínűség-eloszlása (joint probability distribution).
19	0.954545	1	A CLIA, CLSI (NCCLS) QC ajánlásai alapján a kontrolmérése szükséges gyakorisága függ: * A rendszer stabilitásától, azaz az időtartamtól, melyen belül a mérési bizonytalanság és pontosság állandónak tekinthető. * A rendszer hibaérzékenységétől * A CLIA általános ajánlása szerint a kontrolmérés történjen:
21	0.5	0	Most, hogy már van egy aktív ADP-ágensünk, nézzük meg, hogy mi módon tudunk egy aktív időbeli különbség tanuló ágenst létrehozni. A legszembetűnőbb eltérés a passzív esethez képest, hogy az ágensnek többé nem áll rendelkezésére egy rögzített stratégia, tehát ha megtanul valamilyen U hasznosságfüggvényt, akkor meg kell tanulnia egy modellt is, hogy egy U-n alapuló egylépéses előretekintő keretben cselekvést tudjon választani. A modellkialakítás problémája ugyanaz az IK-ágensnél, mint az ADP-ágensnél. Mi a helyzet magával az IK frissítési szabállyal? Talán meglepő, de a   IK frissítési szabály változatlan marad. Ez furcsának tűnhet a következő okból: tegyük fel, hogy az ágens olyan lépést választ, ami normál esetben jó célhoz vezet, de a környezet nemdeterminisztikus volta miatt az ágens valamilyen katasztrofális állapotban végzi. Az IK frissítési szabály ezt éppoly komolyan veszi, mintha ez a kimenetel a cselekvés normál következménye lenne, pedig csak egy pech volt, és nem kellene sokat aggódnia miatta. Valójában az ilyen valószínűtlen kimenetel csak ritkán fordul elő egy nagy tanítósorozat-halmazban, így reményeink szerint hosszú távon a valószínűségével arányosan kap súlyt a hatása. Ismét azt mondhatjuk, hogy az IK-ágens ugyanazokhoz az értékekhez fog tartani, mint az ADP-ágens, ahogy a tanítósorozatok száma tart a végtelenhez.
20	0.107143	1	Ebben a csoportba sorolhatók azok az eljárások, melyek a változó értékein végeznek változtatásokat. Egyik legkézenfekvőbb megoldás, ha egy változó értékei közül számos hiányzik, hogy magát a változót zárjuk ki az elemzésből. Ez azonban értékes információ elvesztését eredményezheti, mely az elemzés szempontjából káros lehet, bias-hoz vagy az egész elemzés helytelen voltához vezethet.
18	0.736842	1	Végezzünk szimulációkat 571 véletlenszerűen választott mintapont halmazzal, megintcsak 10.000-szer: tehát 10.000-szer kiválasztunk véletlenszerűen 571 pontot, és megvizsgáljuk, hogy bármelyik rossz hipotézisünk jól osztályozta-e mind az 571-et. Összefüggésünk szerint elvileg 1% alatt van annak valószínűsége, hogy bármelyik rossz hipotézis konzisztens lesz az 571 mintával, tehát a 10.000-ből körülbelül 100-szor fordulhat elő a rossz hipotézissel való konzisztencia. Ezzel szemben egyetlen egyszer sem fordul elő, ami arra utal, hogy esetleg túlbecsültük a szükséges mintaszámot. Nézzük meg jóval kisebb mintaszámmal, mondjuk N= 57-el, és futtassuk le a tesztünket 100.000-szer! Azt tapasztaljuk, hogy a százezerből még mindig egyetlen egy esetben sem volt konzisztens az 57-elemű mintahalmazzal egyik rossz hipotézisünk sem, tehát a tapasztalati valószínűség (gyakoriság) 10^-5-nél is kisebb.
6	0.1	1	Az 1940-es években megjelenő első primitív elektromos számítógépek alapvetően háborús célokra készültek, azonban a tudósok felfedezték a számítógépek nyújtotta lehetőségeket és hamar hétköznapi emberi feladatok megoldását akarták gépesíteni. A gondolkodó gép nagyon népszerű elképzelés volt már ebben az időben is, és a tudósok úgy gondolták, hogy a sakkozás problematikája megfelelő kihívás az intelligens számítógépek számára. Egy angol tudós, Alan Turing 1947-ben megírta az első sakkozni képes programot, de számítógép híján toll és papír segítségével tesztelte. ’49-ben Claude Shannon leírta a máig használt alapvető algoritmusokat.
1	0.068966	0	A Turing-teszt a kérdező és a számítógép közötti fizikai kölcsönhatást szándékosan kerülte, mert egy személy fizikai szimulációja az intelligenciához nem szükséges. Az ún. teljes Turing-teszt (total Turing-test) azonban videojelet is fel kell dolgozzon, hogy a kérdező tesztelni tudja az illető érzékelési képességeit, valamint tartalmazza annak a lehetőségét is, hogy a kérdező az objektumokat átadhassa „egy nyíláson keresztül”. A teljes Turing-teszt teljesítéséhez a számítógépnek szüksége lesz: * gépi látásra (computer vision), az objektumok érzékeléséhez és * robotikára (robotics) az objektumok mozgatásához.
15	0.962963	0	A  ábra „tomato” modellje megengedi a koartikulációt az első magánhangzón két lehetséges beszédhangot kínálva fel. Egy alternatív megközelítés a háromállapotú modell használata, amelyben az [ow(t,m)] beszédhang automatikusan magában foglalja a magánhangzó változását. Rajzoljon egy teljes háromállapotú modellt a „tomato”-ra, ideértve a tájszólásos változatokat.
3	0.25	1	Az első ábra bal oldalán kérdőjellel jelölt mezők aknaszáma lényegtelen, a lényeg csak az, hogy biztonságos mezők. (Az is előfordulhat, hogy a tábla szélén találjuk meg a mintát, így a ?-es mezők hiányoznak.) Ha valahol meglátjuk a fenti mintát, levonhatjuk a következtetést, hogy a bal oldali 1-es miatt a sárga hátterű mezők közül pontosan egyen van akna. Bármelyik mezőn is van az akna, az telítetté teszi a jobb oldali 1-est, így a minta alapján levonható a következtetés, hogy az ábra jobb oldalán (újonnan) kérdőjellel jelölt mező biztonságos. (Sőt, a jobb oldali 1-es összes eddig üres szomszédja is biztonságosnak minősíthető. Azért épp a kérdőjellel jelöltet emeltem ki, mert a mintát legtöbbször felfedett mezők összefüggő tartományainak egyenes határán szoktuk alkalmazni.)
3	0.25	1	Előfordulhat, hogy felesleges vezetékvégek vannak az ábrán, amiket le kell zárni. A  ábrán látható összeállítás pirossal jelölt bemenetén mindegy, hogy van-e akna, mindkét esetben érvényes, ellentmondásmentes állapotot kapunk, így használható a szabad vezetékvégek  ábra - Vezetékek lezárása Vezetékek lezárása
15	0.777778	0	P(szó|e[1:t]) = αP(e[1:t]|szó)P(szó)  ábra - A „tomato” szó két kiejtési modellje. Mindegyik modellt egy átmenetdiagramként ábrázoljuk, amiben az állapotokat körrel jelöljük, a megengedett átmeneteket pedig nyilakkal, rajtuk a kapcsolódó valószínűségekkel. (a) Egy nyelvjárásbeli különbségeket is tekintetbe vevő modell. A 0,5-ös értékek a két szerző preferált kiejtésein alapuló becslések. (b) Egy olyan modell, ami az első magánhangzón egy koartikulációs hatást is figyelembe vesz, megengedve az [ow] vagy az [ah] beszédhangokat. A „tomato” szó két kiejtési modellje. Mindegyik modellt egy átmenetdiagramként ábrázoljuk, amiben az állapotokat körrel jelöljük, a megengedett átmeneteket pedig nyilakkal, rajtuk a kapcsolódó valószínűségekkel. (a) Egy nyelvjárásbeli különbségeket is tekintetbe vevő modell. A 0,5-ös értékek a két szerző preferált kiejtésein alapuló becslések. (b) Egy olyan modell, ami az első magánhangzón egy koartikulációs hatást is figyelembe vesz, megengedve az [ow] vagy az [ah] beszédhangokat.  ábra - Az [m] háromállapotú beszédhang egy RMM-je. Mindegyik állapotnak számos lehetséges kimenetele lehet, különálló valószínűségekkel. A C[1], …, C[7] VK-címkék önkényesen lettek megválasztva. Az [m] háromállapotú beszédhang egy RMM-je. Mindegyik állapotnak számos lehetséges kimenetele lehet, különálló valószínűségekkel. A C1, …, C7 VK-címkék önkényesen lettek megválasztva.
22	0.296296	0	Bár az első 10 szavuk közös, teljesen különböző levezetésük van, mivel az első egy felszólítás, a második egy kérdés. Egy balról jobbra elemző algoritmusnak tippelnie kellene, hogy az első szó egy felszólítás vagy egy kérdés része-e, és nem tudná megmondani, hogy a tipp helyes-e egészen a tizenegyedik szóig: take vagy taken. Ha az algoritmus rosszul tippelt, egészen az első szóig kellene visszalépnie. Az ilyen típusú visszalépés elkerülhetetlen, de ha azt szeretnénk, hogy az algoritmusunk hatékony legyen, akkor el kell kerülnie a „the students in section 2 of Computer Science 101” NP-ként történő újraelemzését minden alkalommal, amikor visszalép. Fontos Ebben a részben egy olyan algoritmust alakítunk ki, amely ezt a hatékonysági problémát kezelni tudja. Az alapötlet a dinamikus programozás (dynamic programming) egy példája: minden alkalommal, amikor egy részfüzért elemzünk, tárold az eredményt, így később majd nem kell újraelemeznünk. Például ha egyszer rájöttünk, hogy a „the students in section 2 of Computer Science 101” egy NP, ezt eltárolhatjuk egy diagramnak (chart) nevezett adatstruktúrában. Az így működő algoritmusokat diagramelemzőknek (chart parsers) nevezik. Mivel környezetfüggetlen nyelvtanokkal foglalkozunk, a keresési tér egy ágának kontextusában talált tetszőleges kifejezés éppúgy szerepelhet a keresési tér bármilyen más ágában is.
25	0.259259	0	Az irodalomban a robottérképezés problémáját gyakran mint szimultán helymeghatározást és térképezést (SZLT; simultaneous localization and mapping, SLAM) említik. A robotnak nem csupán egy térképet kell konstruálnia, hanem ezt anélkül kell tennie, hogy ismerné, ő maga hol tartózkodik. Az SZLT az egyik alapvető robotikai probléma. Azt a változatot fogjuk tekinteni, amikor a környezet állandó. A feladat így is meglehetősen bonyolult; és még nehezebbé válik, ha megengedjük, hogy a környezet változzon, ahogyan a robot mozog benne.
8	0.451613	0	igazat ad vissza. A Kérdez-zel feltett kérdéseket lekérdezéseknek (queries) vagy céloknak (goals) nevezzük (ne tévesszük össze azokkal a célokkal, amelyek az ágensek kívánt állapotát írják le). Általánosságban, bármely lekérdezésre, ami logikusan következik a tudásbázisból, igenlő választ kell adni. Például ha adott a két kijelentés az előző bekezdésben, akkor a
5	0.181818	1	Tegyük fel, hogy a konfliktusban lévő változók halmazából véletlenszerűen a V változót választjuk. Ennek ugyebár, ahogy az összes többi változónak is, 3 lehetséges értéke van: RED, GREEN, és BLUE. Ezen értékek ütközés száma a V esetében most következő {RED(4), GREEN(3), BLUE(4)}. A zárójelben szereplő ütközés-számok a következőképpen jönnek ki: ha V-nek a fenti behelyettesítésben RED-re változtatnánk az értékét, akkor a kapott behelyettesítésben sérülne az SA-V közti, a WA-SA, az NT-Q, és a Q-NSW közti korlát (azaz összesen 4 korlát).
10	0.969697	0	A fejezetben kifejlesztett reprezentációt felhasználva és kiterjesztve adja meg az alábbi hat állítás reprezentációját. a. 0 °C és 100 °C között cseppfolyós a víz. b. A víz 100 °C-nál forr fel. c. János palackjában megfagyott a víz. d. Az ásványvíz egyfajta víz. e. János palackjában ásványvíz van. f. Minden folyadéknak van fagyási pontja. g. Egy liter víz súlya több, mint egy liter alkohol súlya.
5	0.181818	1	 szakasz -  Visszalépéses keresés előretekintéssel, és legkevésbé korlátozó érték (LCV) heurisztikával: egy-egy lépésben az éppen aktuálisan kiválasztott változó minden egyes értékére kiszámolja, hogy mennyi ütközést eredményezne ez az értékválasztás a szomszédai körében (a behelyettesítetlen és a behelyettesített változókat is beleértve), és ezen ütközés-számok szerinti növekvő sorrendben adja vissza az aktuálisan kiválasztott változó értékkészletét.
14	0.869565	1	Építsük meg a fuzzy típusú PI szabályzót, amely az elvárt és a mért állapot közötti különbséget megpróbálja nullához közelíteni. A szabályzó integrál része a hibát a nullához közelíti. Használjunk kezdetben csak két tagsági függvényt és építsük fel a szabályrendszert.
13	0.272727	0	A hiedelmi mértékeket mindig állításokhoz (propositions) rendeljük – amelyek ez és ez a helyzet típusú kijelentések. Az állítások leírására eddig két formális nyelvet – az ítéletlogikát és az elsőrendű logikát – használtuk. Ez az alfejezet egy olyan nyelvet ír le, amelyet a valószínűség-elmélet jellegzetesen használ, és amely valamelyest kifejezőbb az ítéletlogikánál. (A  alfejezet azokat a módszereket taglalja, amelyek megadják, hogy milyen hiedelmi mértékek tulajdoníthatók az elsőrendű logika egyes kijelentéseinek.)
2	0.421053	1	Egyre nagyobb az, az igény hogy, bonyolultabb multi-ágens rendszerek (multi-agent system, MAS) – által kivitelezhető célok is megvalósíthatóvá váljanak (például társadalmi, természeti jelenségek modellezését, stb.).Egy multi-ágens rendszer tagjai folyamatos interaktív kapcsolatban állnak, kommunikálnak egymással, megosztják az információikat. A multiágens rendszerben egy-egy tag csak részfeladatokat tud végezni, mivel a feladat egészéhez szükséges összes adat és módszer nem áll egyetlen adott tag rendelkezésére. Így a közös tudásukat felhasználva, cselekedeteiket összehangolva oldanak meg összetett feladatokat. Kommunikációjuk és koordinációjuk azért létfontosságú, mert a teljes rendszerre vonatkozó ismeretek, és célok hiányában tevékenységük kaotikussá válna. Ezek legtöbbször dinamikusan változó környezetben működnek. Az ágenstechnológia jelenét az ágensek egyéni és rendszerszintű interaktív képességeinek és a multi-ágens rendszerek hatékonyságának növelése határozzák meg. A hálózatok, és a nyílt, elosztott rendszerek terjedése megváltoztatják a számítógépes feladatok megoldásának módjait. Egymástól független viszonylag egyszerű egyedek tömegesen dolgoznak együtt: Az alkalmazások részletes újraírása nélkül, módosítható és újjáépíthető (flexibilis) rendszert alkotva kooperálnak és ,ha ellenérdekeltek versengenek.
20	0.642857	1	* A természetes idegi (neurális) hálózatok alapfogalmai: az ingerület keletkezése, az idegsejtek kapcsolódása, információ továbbítás jellemzői, az agyi információ-feldolgozás specializáltsága, a tanulás értelmezése * A természetes idegi hálózatok működésének tanulságai * A McCulloch és Pitts formális neuron jellemzői * Logikai műveletek formális neuronokkal * A neurális hálózatok gyakori elnevezései, gyökerei * A mesterséges neurális hálózatok általános jellemzői * A neurális hálózatok meghatározó elemei (processzor és átviteli függvények, összeköttetési módok (topológiák), tanítás) * A neurális hálózatok összeköttetéseinek típusai (előrecsatolt, visszacsatolt, rétegelt), ábrázolása (grafikus, súlymátrixos), jellemzői (Kolmogorov, Cybenko) * A tanító adatok szerkezete * Alapvető tanítási szabályok (Hebb, Delta) * A felügyelt tanítás lényege, algoritmusa * Mikor célszerű neurális hálózatot alkalmazni? * Tipikus alkalmazási példák
5	0.181818	1	Amennyiben sikerült kiválasztanunk a következő vizsgálni kívánt változót, úgy a  szakasz -  Visszalépéses keresés előretekintéssel, és legkevésbé korlátozó érték (LCV) heurisztikával heurisztika szerint rendezhetjük értékkészletének értékeit, és ezeken haladhatunk végig (a tankönyv  ábráján látható pszeudokód FOR-ciklusa során).
